ts_open,ts_close,symbol,tf,side,entry,exit,qty,notional,pnl_usdt,reason,equity_after
2026-04-17T14:00:00+00:00,2026-04-17T19:01:01.265844+00:00,ETH/USDT,1h,long,2447.2500,2421.8773,0.393709,963.50,-10.37,sl,622.61
2026-04-17T14:00:00+00:00,2026-04-18T03:01:01.253488+00:00,XRP/USDT,1h,long,1.4988,1.4737,390.587340,585.41,-10.02,sl,611.65
2026-04-17T13:00:00+00:00,2026-04-18T04:01:00.747898+00:00,ETH/USDT,1h,long,2437.0500,2412.1790,0.402379,980.62,-10.40,sl,601.26
2026-04-17T13:00:00+00:00,2026-04-18T09:01:01.292277+00:00,XRP/USDT,1h,long,1.4874,1.4635,411.402674,611.92,-10.06,sl,590.69
