asset,tf,leverage,channel,sl_atr,rr,adx_min,rsi,macd,return_pct,monthly_pct,wr,actual_rr,trades,tpd,liqs,ev
ETHUSDT,4h,15,8,1.5,3.0,15,on,off,37.85,1.349,39.16,1.155,263,0.361,19,-0.156
BNBUSDT,4h,20,12,2.0,2.0,25,off,off,37.79,1.348,50.42,1.476,119,0.163,21,0.2483
XRPUSDT,4h,5,12,2.0,3.0,25,off,off,37.72,1.345,45.45,1.499,110,0.151,0,0.1359
XRPUSDT,4h,5,12,2.0,3.0,25,on,off,37.72,1.345,45.45,1.499,110,0.151,0,0.1359
XRPUSDT,4h,10,16,2.0,2.5,off,off,on,37.67,1.344,43.26,1.277,178,0.244,9,-0.0151
ETHUSDT,1h,3,12,2.0,2.5,20,on,off,37.68,1.344,37.93,1.141,348,0.477,0,-0.188
XRPUSDT,4h,10,16,2.0,2.5,off,on,on,37.67,1.344,43.26,1.277,178,0.244,9,-0.0151
ETHUSDT,4h,20,12,2.0,2.5,15,on,on,37.69,1.344,40.36,1.271,166,0.228,51,-0.0835
ADAUSDT,4h,15,12,2.0,2.0,off,on,on,37.67,1.344,44.86,1.261,185,0.254,34,0.0142
ADAUSDT,4h,15,12,2.0,2.0,off,off,on,37.67,1.344,44.86,1.261,185,0.254,34,0.0142
BNBUSDT,4h,15,8,2.0,3.0,25,off,off,37.68,1.344,46.85,1.373,143,0.196,8,0.1118
ETHUSDT,4h,20,12,2.0,2.5,15,off,on,37.69,1.344,40.36,1.271,166,0.228,51,-0.0835
BTCUSDT,4h,20,8,1.0,3.0,15,on,on,37.61,1.342,36.54,1.209,208,0.285,5,-0.1927
ADAUSDT,4h,10,16,2.0,2.0,15,off,off,37.6,1.342,45.63,1.248,206,0.283,7,0.026
ADAUSDT,4h,10,16,2.0,2.0,15,on,off,37.6,1.342,45.63,1.248,206,0.283,7,0.026
BTCUSDT,4h,20,8,1.0,3.0,15,off,on,37.61,1.342,36.54,1.209,208,0.285,5,-0.1927
ADAUSDT,4h,5,16,2.0,3.0,15,on,on,37.57,1.341,43.92,1.333,148,0.203,0,0.0246
ADAUSDT,4h,5,16,2.0,3.0,15,off,on,37.57,1.341,43.92,1.333,148,0.203,0,0.0246
XRPUSDT,4h,3,8,1.0,3.0,off,off,off,37.58,1.341,34.04,1.199,188,0.258,0,-0.2514
XRPUSDT,4h,5,8,1.0,3.0,off,off,off,37.58,1.341,34.04,1.199,188,0.258,0,-0.2514
ETHUSDT,4h,15,16,1.0,3.0,15,off,on,37.55,1.34,34.51,1.202,142,0.195,6,-0.2402
ETHUSDT,4h,15,16,1.0,3.0,15,on,on,37.55,1.34,34.51,1.202,142,0.195,6,-0.2402
BNBUSDT,4h,10,12,1.5,2.5,25,on,off,37.54,1.34,43.7,1.395,119,0.163,0,0.0465
ETHUSDT,4h,5,12,2.0,2.0,15,off,on,37.53,1.339,43.06,1.343,144,0.198,0,0.0087
ETHUSDT,4h,5,12,2.0,2.0,15,on,on,37.53,1.339,43.06,1.343,144,0.198,0,0.0087
ETHUSDT,1h,15,12,2.0,2.0,25,on,off,37.48,1.338,41.09,1.122,404,0.554,1,-0.1281
BNBUSDT,4h,10,8,2.0,3.0,20,on,off,37.49,1.338,44.21,1.281,190,0.261,1,0.0086
ETHUSDT,4h,15,12,1.5,2.5,off,on,on,37.43,1.337,39.31,1.222,173,0.237,14,-0.1264
ETHUSDT,4h,10,12,2.0,2.0,15,off,off,37.45,1.337,42.92,1.22,219,0.3,7,-0.047
ETHUSDT,4h,15,12,1.5,2.5,off,off,on,37.43,1.337,39.31,1.222,173,0.237,14,-0.1264
ETHUSDT,4h,10,16,2.0,2.5,off,off,on,37.45,1.337,40.12,1.267,167,0.229,4,-0.0906
ETHUSDT,4h,10,16,2.0,2.5,off,on,on,37.45,1.337,40.12,1.267,167,0.229,4,-0.0906
BNBUSDT,4h,15,8,2.0,3.0,15,on,off,37.4,1.336,44.22,1.211,251,0.344,10,-0.0223
BNBUSDT,1h,15,8,2.0,3.0,15,on,off,37.42,1.336,38.33,1.148,287,0.394,2,-0.1766
ADAUSDT,1h,15,12,1.5,3.0,15,on,off,37.42,1.336,34.67,1.281,150,0.206,2,-0.2092
ADAUSDT,1h,15,12,1.5,3.0,15,off,off,37.42,1.336,34.67,1.281,150,0.206,2,-0.2092
BNBUSDT,1h,10,16,1.5,3.0,15,on,off,37.37,1.335,33.5,1.209,197,0.27,0,-0.2601
BNBUSDT,1h,10,16,1.5,3.0,15,off,off,37.37,1.335,33.5,1.209,197,0.27,0,-0.2601
XRPUSDT,4h,3,8,1.0,3.0,25,off,on,37.33,1.333,33.73,1.413,83,0.114,0,-0.186
XRPUSDT,4h,5,8,1.0,3.0,25,off,on,37.33,1.333,33.73,1.413,83,0.114,0,-0.186
XRPUSDT,4h,5,8,1.0,3.0,25,on,on,37.33,1.333,33.73,1.413,83,0.114,0,-0.186
XRPUSDT,4h,3,8,1.0,3.0,25,on,on,37.33,1.333,33.73,1.413,83,0.114,0,-0.186
ETHUSDT,4h,20,12,2.0,3.0,off,on,on,37.29,1.332,39.2,1.249,176,0.241,55,-0.1184
BNBUSDT,4h,10,8,1.0,2.5,25,off,off,37.29,1.332,38.69,1.315,137,0.188,0,-0.1046
ETHUSDT,4h,20,12,2.0,3.0,off,off,on,37.29,1.332,39.2,1.249,176,0.241,55,-0.1184
XRPUSDT,4h,5,8,2.0,2.0,25,on,on,37.28,1.332,45.05,1.465,111,0.152,0,0.1105
XRPUSDT,4h,5,8,2.0,2.0,25,off,on,37.28,1.332,45.05,1.465,111,0.152,0,0.1105
BTCUSDT,4h,5,12,1.0,3.0,20,on,on,37.24,1.331,37.86,1.387,103,0.141,0,-0.0962
BTCUSDT,4h,5,12,1.0,3.0,20,off,on,37.24,1.331,37.86,1.387,103,0.141,0,-0.0962
BTCUSDT,4h,15,8,1.5,2.0,25,off,on,37.21,1.33,44.53,1.359,137,0.188,4,0.0502
ETHUSDT,4h,5,12,2.0,3.0,20,off,off,37.22,1.33,39.22,1.329,153,0.21,0,-0.0868
BTCUSDT,4h,15,8,1.5,2.0,25,on,on,37.21,1.33,44.53,1.359,137,0.188,4,0.0502
XRPUSDT,4h,10,16,2.0,2.5,off,off,off,37.18,1.329,41.59,1.213,214,0.294,10,-0.0796
XRPUSDT,4h,10,16,2.0,2.5,off,on,off,37.18,1.329,41.59,1.213,214,0.294,10,-0.0796
XRPUSDT,4h,20,16,2.0,3.0,off,off,on,37.2,1.329,42.13,1.265,178,0.244,55,-0.0457
BNBUSDT,4h,10,8,1.5,3.0,15,on,off,37.19,1.329,40.78,1.198,255,0.35,0,-0.1037
XRPUSDT,4h,20,16,2.0,3.0,off,on,on,37.2,1.329,42.13,1.265,178,0.244,55,-0.0457
BTCUSDT,4h,10,12,1.5,3.0,off,off,on,37.15,1.328,41.75,1.23,194,0.266,0,-0.0691
BTCUSDT,4h,10,12,1.5,3.0,off,on,on,37.15,1.328,41.75,1.23,194,0.266,0,-0.0691
BTCUSDT,4h,15,8,2.0,2.0,off,off,on,37.14,1.328,48.56,1.268,208,0.285,6,0.1015
ETHUSDT,4h,5,8,2.0,3.0,25,on,off,37.15,1.328,44.09,1.41,127,0.174,0,0.0628
BNBUSDT,4h,10,12,2.0,2.0,25,on,off,37.17,1.328,50.0,1.47,118,0.162,1,0.2349
ADAUSDT,1h,10,8,2.0,2.5,15,on,off,37.15,1.328,40.0,1.119,375,0.514,5,-0.1522
BTCUSDT,4h,15,8,2.0,2.0,off,on,on,37.14,1.328,48.56,1.268,208,0.285,6,0.1015
ETHUSDT,4h,10,12,2.0,2.5,off,off,on,37.11,1.327,39.55,1.258,177,0.243,5,-0.1071
ETHUSDT,4h,10,12,2.0,2.5,off,on,on,37.11,1.327,39.55,1.258,177,0.243,5,-0.1071
ETHUSDT,4h,10,12,1.5,3.0,off,on,off,37.11,1.327,36.89,1.168,244,0.335,1,-0.2002
BNBUSDT,4h,20,12,2.0,2.0,25,on,off,37.13,1.327,50.0,1.468,118,0.162,21,0.2342
ADAUSDT,4h,10,16,1.5,3.0,off,on,on,37.11,1.327,38.59,1.209,184,0.252,1,-0.1477
ADAUSDT,4h,10,16,1.5,3.0,off,off,on,37.11,1.327,38.59,1.209,184,0.252,1,-0.1477
BNBUSDT,4h,3,8,2.0,3.0,25,off,off,37.09,1.326,52.78,1.879,72,0.099,0,0.5196
BNBUSDT,4h,5,8,2.0,3.0,20,on,off,37.09,1.326,46.5,1.348,157,0.215,0,0.092
BNBUSDT,4h,10,16,1.5,3.0,20,off,on,37.08,1.326,38.97,1.31,136,0.187,0,-0.1
BNBUSDT,4h,10,16,1.5,3.0,20,on,on,37.08,1.326,38.97,1.31,136,0.187,0,-0.1
BNBUSDT,4h,20,8,1.0,2.5,20,on,off,37.07,1.325,37.77,1.237,188,0.258,6,-0.1551
XRPUSDT,4h,10,8,2.0,3.0,20,off,off,37.04,1.325,43.81,1.228,210,0.288,12,-0.0237
BTCUSDT,4h,15,12,1.0,3.0,15,on,on,37.06,1.325,37.23,1.216,188,0.258,2,-0.1748
BTCUSDT,4h,15,12,1.0,3.0,15,off,on,37.06,1.325,37.23,1.216,188,0.258,2,-0.1748
BNBUSDT,4h,10,16,2.0,2.5,25,off,off,37.02,1.324,47.17,1.479,106,0.145,1,0.1693
ETHUSDT,4h,5,12,2.0,3.0,20,on,off,37.03,1.324,39.22,1.327,153,0.21,0,-0.0873
BNBUSDT,4h,10,16,2.0,2.5,25,on,off,37.02,1.324,47.17,1.479,106,0.145,1,0.1693
XRPUSDT,4h,15,16,2.0,3.0,15,on,off,37.01,1.323,41.62,1.231,197,0.27,33,-0.0715
ETHUSDT,4h,5,8,2.0,3.0,off,on,off,36.99,1.323,42.15,1.226,242,0.332,0,-0.0617
XRPUSDT,4h,15,16,2.0,3.0,15,off,off,37.01,1.323,41.62,1.231,197,0.27,33,-0.0715
ETHUSDT,1h,20,12,2.0,2.5,20,on,on,36.95,1.322,38.17,1.109,427,0.586,20,-0.1947
ETHUSDT,4h,10,12,1.5,3.0,20,on,off,36.97,1.322,37.08,1.235,178,0.244,1,-0.1713
XRPUSDT,4h,20,16,2.0,2.5,25,off,on,36.95,1.322,41.28,1.45,109,0.15,43,0.0113
XRPUSDT,4h,20,16,2.0,2.5,25,on,on,36.95,1.322,41.28,1.45,109,0.15,43,0.0113
ETHUSDT,1h,20,12,2.0,2.5,20,off,on,36.95,1.322,38.17,1.109,427,0.586,20,-0.1947
BTCUSDT,4h,3,12,1.0,3.0,20,off,on,36.93,1.321,37.86,1.385,103,0.141,0,-0.0971
BTCUSDT,4h,3,12,1.0,3.0,20,on,on,36.93,1.321,37.86,1.385,103,0.141,0,-0.0971
BNBUSDT,1h,10,8,1.5,3.0,off,off,off,36.88,1.32,34.39,1.138,346,0.475,0,-0.2647
ETHUSDT,1h,15,16,1.0,2.5,25,off,on,36.9,1.32,33.23,1.158,334,0.458,0,-0.283
ETHUSDT,1h,15,16,1.0,2.5,25,on,on,36.9,1.32,33.23,1.158,334,0.458,0,-0.283
BTCUSDT,4h,20,12,1.0,2.5,off,off,on,36.9,1.32,40.31,1.229,191,0.262,4,-0.1014
BTCUSDT,4h,20,12,1.0,2.5,off,on,on,36.9,1.32,40.31,1.229,191,0.262,4,-0.1014
BTCUSDT,4h,10,12,1.5,2.0,15,on,on,36.87,1.319,44.62,1.256,186,0.255,0,0.0068
ADAUSDT,4h,15,16,2.0,2.5,off,off,on,36.87,1.319,42.93,1.243,184,0.252,35,-0.0369
BTCUSDT,4h,10,12,1.5,2.0,15,off,on,36.87,1.319,44.62,1.256,186,0.255,0,0.0068
ADAUSDT,4h,15,16,2.0,2.5,off,on,on,36.87,1.319,42.93,1.243,184,0.252,35,-0.0369
XRPUSDT,4h,10,12,1.0,3.0,25,on,on,36.88,1.319,32.11,1.331,109,0.15,2,-0.2515
XRPUSDT,4h,10,12,1.0,3.0,25,off,on,36.88,1.319,32.11,1.331,109,0.15,2,-0.2515
ETHUSDT,1h,15,12,1.0,2.5,25,off,on,36.83,1.318,34.02,1.147,341,0.468,0,-0.2697
ETHUSDT,1h,15,12,1.0,2.5,25,on,on,36.83,1.318,34.02,1.147,341,0.468,0,-0.2697
BNBUSDT,4h,5,8,1.0,2.0,25,on,off,36.85,1.318,45.74,1.453,94,0.129,0,0.1221
ETHUSDT,1h,3,12,1.0,3.0,25,off,on,36.81,1.317,31.64,1.158,275,0.377,0,-0.3173
ETHUSDT,1h,3,12,1.0,3.0,25,on,on,36.81,1.317,31.64,1.158,275,0.377,0,-0.3173
ETHUSDT,4h,5,12,2.0,3.0,15,off,off,36.77,1.316,40.86,1.268,186,0.255,0,-0.0732
BNBUSDT,4h,3,16,1.0,2.5,20,off,off,36.72,1.315,39.8,1.397,98,0.134,0,-0.0462
BNBUSDT,4h,3,16,1.0,2.5,20,on,off,36.72,1.315,39.8,1.397,98,0.134,0,-0.0462
BTCUSDT,1h,15,16,2.0,3.0,15,off,on,36.71,1.314,35.65,1.352,115,0.158,0,-0.1613
ETHUSDT,4h,5,16,2.0,2.5,off,off,on,36.7,1.314,41.3,1.352,138,0.189,0,-0.0287
ETHUSDT,4h,5,16,2.0,2.5,off,on,on,36.7,1.314,41.3,1.352,138,0.189,0,-0.0287
BTCUSDT,1h,15,16,2.0,3.0,15,on,on,36.71,1.314,35.65,1.352,115,0.158,0,-0.1613
SOLUSDT,1h,20,16,1.0,2.0,off,on,off,36.7,1.314,36.32,1.222,201,0.276,2,-0.1931
XRPUSDT,4h,3,8,1.5,2.0,off,off,off,36.69,1.314,44.51,1.269,173,0.237,0,0.0098
XRPUSDT,4h,5,8,1.5,2.0,off,off,off,36.69,1.314,44.51,1.269,173,0.237,0,0.0098
SOLUSDT,1h,20,16,1.0,2.0,off,off,off,36.7,1.314,36.32,1.222,201,0.276,2,-0.1931
ETHUSDT,4h,5,12,2.0,2.5,15,off,on,36.69,1.313,41.01,1.355,139,0.191,0,-0.0344
ETHUSDT,4h,5,12,2.0,2.5,15,on,on,36.69,1.313,41.01,1.355,139,0.191,0,-0.0344
BNBUSDT,4h,20,8,2.0,3.0,15,on,off,36.66,1.313,44.22,1.205,251,0.344,31,-0.0247
BNBUSDT,4h,5,16,1.0,2.5,20,on,off,36.67,1.313,39.8,1.394,98,0.134,0,-0.0474
BNBUSDT,4h,5,16,1.0,2.5,20,off,off,36.67,1.313,39.8,1.394,98,0.134,0,-0.0474
ADAUSDT,4h,5,12,1.5,3.0,20,off,off,36.64,1.312,45.0,1.498,100,0.137,0,0.1243
ADAUSDT,4h,3,12,1.5,3.0,20,on,off,36.64,1.312,45.0,1.498,100,0.137,0,0.1243
ADAUSDT,4h,3,12,1.5,3.0,20,off,off,36.64,1.312,45.0,1.498,100,0.137,0,0.1243
ADAUSDT,4h,5,12,1.5,3.0,20,on,off,36.64,1.312,45.0,1.498,100,0.137,0,0.1243
BNBUSDT,1h,10,8,1.5,2.5,15,on,off,36.59,1.311,37.33,1.146,300,0.412,0,-0.1989
ETHUSDT,4h,5,12,2.0,3.0,15,on,off,36.58,1.31,40.86,1.267,186,0.255,0,-0.0737
ADAUSDT,4h,5,12,2.0,2.0,20,on,off,36.58,1.31,47.1,1.378,155,0.213,0,0.12
ADAUSDT,4h,5,12,2.0,2.0,20,off,off,36.58,1.31,47.1,1.378,155,0.213,0,0.12
BNBUSDT,4h,15,12,1.5,2.5,25,off,off,36.49,1.308,44.17,1.383,120,0.165,4,0.0524
ETHUSDT,1h,5,12,2.0,2.0,25,off,off,36.49,1.307,40.39,1.119,411,0.564,0,-0.1442
ADAUSDT,4h,15,16,2.0,2.0,off,off,on,36.46,1.307,44.2,1.251,181,0.248,32,-0.005
ADAUSDT,4h,15,16,2.0,2.0,off,on,on,36.46,1.307,44.2,1.251,181,0.248,32,-0.005
BNBUSDT,4h,10,8,2.0,3.0,25,on,off,36.43,1.306,45.71,1.364,140,0.192,1,0.0808
ETHUSDT,4h,10,16,2.0,2.5,15,off,on,36.46,1.306,40.51,1.268,158,0.217,4,-0.0813
ETHUSDT,4h,20,12,2.0,2.5,15,off,off,36.43,1.306,40.91,1.208,220,0.302,59,-0.0966
ETHUSDT,4h,10,16,2.0,2.5,15,on,on,36.46,1.306,40.51,1.268,158,0.217,4,-0.0813
XRPUSDT,4h,15,16,2.0,3.0,off,on,on,36.37,1.304,42.94,1.262,177,0.243,30,-0.0286
XRPUSDT,4h,15,16,2.0,3.0,off,off,on,36.37,1.304,42.94,1.262,177,0.243,30,-0.0286
ADAUSDT,4h,3,8,2.0,2.5,20,off,off,36.35,1.303,53.1,1.543,113,0.155,0,0.3501
XRPUSDT,4h,3,16,1.5,3.0,25,off,off,36.3,1.302,42.42,1.635,66,0.091,0,0.1179
XRPUSDT,4h,5,16,1.5,3.0,25,off,off,36.3,1.302,42.42,1.635,66,0.091,0,0.1179
XRPUSDT,4h,5,16,1.5,3.0,25,on,off,36.3,1.302,42.42,1.635,66,0.091,0,0.1179
XRPUSDT,4h,3,16,1.5,3.0,25,on,off,36.3,1.302,42.42,1.635,66,0.091,0,0.1179
ADAUSDT,1h,15,12,1.5,2.5,15,on,on,36.29,1.301,33.85,1.17,260,0.357,5,-0.2654
ETHUSDT,1h,3,12,2.0,2.5,20,off,off,36.27,1.301,37.82,1.136,349,0.479,0,-0.192
ADAUSDT,4h,10,8,2.0,2.0,15,on,on,36.27,1.301,46.07,1.246,191,0.262,10,0.0348
ADAUSDT,4h,10,8,2.0,2.0,15,off,on,36.27,1.301,46.07,1.246,191,0.262,10,0.0348
ADAUSDT,1h,15,12,1.5,2.5,15,off,on,36.29,1.301,33.85,1.17,260,0.357,5,-0.2654
BNBUSDT,4h,5,8,1.0,2.0,25,off,off,36.23,1.299,45.36,1.437,97,0.133,0,0.1053
BNBUSDT,4h,15,16,1.5,3.0,20,off,off,36.2,1.299,39.6,1.29,149,0.204,4,-0.0933
BNBUSDT,4h,15,16,1.5,3.0,20,on,off,36.2,1.299,39.6,1.29,149,0.204,4,-0.0933
BNBUSDT,4h,3,8,1.0,2.0,25,on,off,36.22,1.299,45.74,1.447,94,0.129,0,0.1192
XRPUSDT,4h,10,12,2.0,3.0,25,off,on,36.17,1.297,42.61,1.439,115,0.158,9,0.039
XRPUSDT,4h,10,12,2.0,3.0,25,on,on,36.17,1.297,42.61,1.439,115,0.158,9,0.039
XRPUSDT,1h,5,16,2.0,3.0,25,off,on,36.14,1.297,33.88,1.186,183,0.251,0,-0.2595
XRPUSDT,1h,5,16,2.0,3.0,25,on,on,36.14,1.297,33.88,1.186,183,0.251,0,-0.2595
XRPUSDT,4h,3,16,1.5,2.5,25,off,on,36.13,1.296,45.9,1.714,61,0.084,0,0.2458
XRPUSDT,4h,15,8,2.0,3.0,15,off,off,36.13,1.296,43.73,1.172,263,0.361,36,-0.0501
XRPUSDT,4h,5,16,1.5,2.5,25,off,on,36.13,1.296,45.9,1.714,61,0.084,0,0.2458
XRPUSDT,4h,5,16,1.5,2.5,25,on,on,36.13,1.296,45.9,1.714,61,0.084,0,0.2458
XRPUSDT,4h,3,16,1.5,2.5,25,on,on,36.13,1.296,45.9,1.714,61,0.084,0,0.2458
BNBUSDT,1h,10,16,2.0,2.5,15,off,off,36.1,1.295,38.35,1.208,206,0.283,0,-0.1533
XRPUSDT,4h,10,16,2.0,3.0,15,off,on,36.1,1.295,42.35,1.281,170,0.233,9,-0.0339
BNBUSDT,1h,10,16,2.0,2.5,15,on,off,36.1,1.295,38.35,1.208,206,0.283,0,-0.1533
BNBUSDT,4h,15,12,2.0,2.0,25,off,off,36.08,1.295,50.42,1.456,119,0.163,9,0.2381
ETHUSDT,1h,5,8,1.5,2.0,25,on,off,36.1,1.295,39.88,1.126,346,0.475,0,-0.1522
BNBUSDT,4h,10,12,2.0,2.5,25,off,off,36.1,1.295,48.36,1.422,122,0.167,1,0.1713
XRPUSDT,4h,10,16,2.0,3.0,15,on,on,36.1,1.295,42.35,1.281,170,0.233,9,-0.0339
BNBUSDT,4h,20,16,1.5,2.5,25,on,off,36.05,1.294,43.81,1.413,105,0.144,11,0.0573
BNBUSDT,4h,20,16,1.5,2.5,25,off,off,36.05,1.294,43.81,1.413,105,0.144,11,0.0573
XRPUSDT,4h,3,16,1.0,2.5,25,off,off,36.03,1.293,38.67,1.469,75,0.103,0,-0.0453
XRPUSDT,4h,5,16,1.0,2.5,25,off,off,36.03,1.293,38.67,1.469,75,0.103,0,-0.0453
XRPUSDT,4h,5,16,1.0,2.5,25,on,off,36.03,1.293,38.67,1.469,75,0.103,0,-0.0453
XRPUSDT,4h,3,16,1.0,2.5,25,on,off,36.03,1.293,38.67,1.469,75,0.103,0,-0.0453
BNBUSDT,4h,20,8,1.5,3.0,25,on,off,36.0,1.292,41.26,1.302,143,0.196,14,-0.0502
ADAUSDT,4h,10,16,2.0,2.0,off,off,off,35.99,1.292,45.05,1.219,222,0.305,7,-0.0007
ADAUSDT,4h,10,16,2.0,2.0,off,on,off,35.99,1.292,45.05,1.219,222,0.305,7,-0.0007
BTCUSDT,1h,3,12,2.0,3.0,20,on,on,36.0,1.292,39.33,1.186,267,0.366,0,-0.1403
BTCUSDT,1h,3,12,2.0,3.0,20,off,on,36.0,1.292,39.33,1.186,267,0.366,0,-0.1403
ETHUSDT,4h,20,12,2.0,2.0,off,off,on,35.95,1.291,42.2,1.253,173,0.237,48,-0.0494
ETHUSDT,4h,20,12,2.0,2.0,off,on,on,35.95,1.291,42.2,1.253,173,0.237,48,-0.0494
XRPUSDT,1h,20,12,1.5,2.5,20,on,off,35.94,1.29,35.54,1.117,332,0.455,30,-0.2477
XRPUSDT,4h,10,16,1.5,2.5,20,off,off,35.94,1.29,38.56,1.267,153,0.21,6,-0.1258
XRPUSDT,4h,10,16,1.5,2.5,20,on,off,35.94,1.29,38.56,1.267,153,0.21,6,-0.1258
XRPUSDT,1h,20,12,1.5,2.5,20,off,off,35.94,1.29,35.54,1.117,332,0.455,30,-0.2477
XRPUSDT,4h,5,8,2.0,3.0,20,off,off,35.93,1.29,44.38,1.273,178,0.244,1,0.0088
ETHUSDT,4h,5,16,2.0,2.0,off,on,on,35.93,1.29,42.96,1.336,142,0.195,0,0.0035
ETHUSDT,4h,5,16,2.0,2.0,off,off,on,35.93,1.29,42.96,1.336,142,0.195,0,0.0035
BNBUSDT,4h,3,8,2.0,3.0,25,on,off,35.87,1.288,51.43,1.864,70,0.096,0,0.4727
BNBUSDT,4h,15,16,2.0,2.5,25,off,off,35.84,1.287,47.17,1.464,106,0.145,7,0.1623
BNBUSDT,4h,20,16,2.0,2.5,25,on,off,35.85,1.287,47.17,1.462,106,0.145,18,0.1613
BNBUSDT,4h,15,16,2.0,2.5,25,on,off,35.84,1.287,47.17,1.464,106,0.145,7,0.1623
BNBUSDT,4h,20,16,2.0,2.5,25,off,off,35.85,1.287,47.17,1.462,106,0.145,18,0.1613
ADAUSDT,1h,10,12,2.0,3.0,15,off,on,35.81,1.286,36.77,1.097,446,0.612,7,-0.229
XRPUSDT,4h,10,12,2.0,2.0,25,on,off,35.79,1.286,46.4,1.431,125,0.171,8,0.128
XRPUSDT,4h,10,12,2.0,2.0,25,off,off,35.79,1.286,46.4,1.431,125,0.171,8,0.128
XRPUSDT,4h,10,16,1.5,2.0,off,off,on,35.79,1.286,43.1,1.248,174,0.239,5,-0.0311
BTCUSDT,4h,10,8,1.5,2.0,25,on,off,35.79,1.286,43.75,1.323,160,0.219,0,0.0161
XRPUSDT,4h,10,16,1.5,2.0,off,on,on,35.79,1.286,43.1,1.248,174,0.239,5,-0.0311
ETHUSDT,4h,20,12,2.0,2.5,off,off,on,35.79,1.286,39.55,1.248,177,0.243,53,-0.1108
ADAUSDT,1h,10,12,2.0,3.0,15,on,on,35.81,1.286,36.77,1.097,446,0.612,7,-0.229
ETHUSDT,4h,20,12,2.0,2.5,off,on,on,35.79,1.286,39.55,1.248,177,0.243,53,-0.1108
ETHUSDT,4h,10,12,1.0,3.0,15,on,on,35.76,1.285,32.21,1.212,149,0.204,0,-0.2874
BNBUSDT,4h,20,12,2.0,2.5,25,off,off,35.76,1.285,48.36,1.418,122,0.167,20,0.1694
ETHUSDT,4h,10,12,1.0,3.0,15,off,on,35.76,1.285,32.21,1.212,149,0.204,0,-0.2874
ADAUSDT,4h,3,16,1.5,2.5,20,on,off,35.75,1.284,48.35,1.538,91,0.125,0,0.2271
ADAUSDT,4h,3,16,1.5,2.5,20,off,off,35.75,1.284,48.35,1.538,91,0.125,0,0.2271
BTCUSDT,4h,20,12,1.5,2.5,20,on,off,35.72,1.284,38.28,1.339,128,0.176,11,-0.1047
ADAUSDT,4h,5,16,1.5,2.5,20,off,off,35.75,1.284,48.35,1.538,91,0.125,0,0.2271
BTCUSDT,4h,20,12,1.5,2.5,20,off,off,35.72,1.284,38.28,1.339,128,0.176,11,-0.1047
ADAUSDT,4h,5,16,1.5,2.5,20,on,off,35.75,1.284,48.35,1.538,91,0.125,0,0.2271
ETHUSDT,4h,10,8,1.5,3.0,20,off,on,35.7,1.283,37.66,1.267,154,0.211,1,-0.1461
BNBUSDT,1h,20,16,2.0,2.5,15,on,off,35.72,1.283,38.35,1.206,206,0.283,3,-0.1538
ETHUSDT,4h,10,8,1.5,3.0,20,on,on,35.7,1.283,37.66,1.267,154,0.211,1,-0.1461
BNBUSDT,1h,20,16,2.0,2.5,15,off,off,35.72,1.283,38.35,1.206,206,0.283,3,-0.1538
XRPUSDT,4h,15,16,1.5,3.0,15,off,on,35.68,1.282,38.24,1.253,170,0.233,19,-0.1385
XRPUSDT,4h,15,16,1.5,3.0,15,on,on,35.68,1.282,38.24,1.253,170,0.233,19,-0.1385
XRPUSDT,4h,5,8,2.0,2.0,25,off,off,35.66,1.282,48.12,1.396,133,0.182,0,0.1528
XRPUSDT,4h,15,16,2.0,2.0,20,off,off,35.64,1.281,44.44,1.318,153,0.21,25,0.0302
XRPUSDT,4h,15,16,2.0,2.0,20,on,off,35.64,1.281,44.44,1.318,153,0.21,25,0.0302
ETHUSDT,4h,15,8,1.5,3.0,off,on,on,35.64,1.281,37.89,1.198,190,0.261,17,-0.167
ETHUSDT,4h,15,8,1.5,3.0,off,off,on,35.64,1.281,37.89,1.198,190,0.261,17,-0.167
ADAUSDT,1h,15,8,1.5,2.0,15,on,off,35.63,1.281,38.24,1.262,170,0.233,1,-0.135
BNBUSDT,4h,10,8,1.5,3.0,25,on,on,35.64,1.281,39.34,1.345,122,0.167,0,-0.0775
BNBUSDT,4h,10,8,1.5,3.0,25,off,on,35.64,1.281,39.34,1.345,122,0.167,0,-0.0775
ADAUSDT,4h,3,8,1.5,3.0,20,on,off,35.62,1.28,46.55,1.406,116,0.159,0,0.1198
BNBUSDT,4h,15,12,1.5,2.5,25,on,off,35.61,1.28,43.7,1.375,119,0.163,4,0.0378
ETHUSDT,1h,20,16,2.0,2.0,25,on,off,35.6,1.28,41.16,1.112,413,0.567,19,-0.1304
ADAUSDT,4h,5,8,1.5,3.0,20,on,off,35.62,1.28,46.55,1.406,116,0.159,0,0.1198
XRPUSDT,4h,10,8,1.5,3.0,25,on,on,35.62,1.28,37.4,1.313,131,0.18,6,-0.1349
BNBUSDT,4h,3,8,1.0,2.0,25,off,off,35.6,1.28,45.36,1.431,97,0.133,0,0.1025
XRPUSDT,4h,10,8,1.5,3.0,25,off,on,35.62,1.28,37.4,1.313,131,0.18,6,-0.1349
BTCUSDT,1h,10,8,1.5,2.0,25,off,off,35.57,1.279,39.85,1.324,133,0.182,0,-0.0738
ADAUSDT,4h,3,8,1.5,2.5,20,on,off,35.57,1.279,47.41,1.406,116,0.159,0,0.1409
ADAUSDT,4h,5,8,1.5,2.5,20,on,off,35.57,1.279,47.41,1.406,116,0.159,0,0.1409
