asset,tf,leverage,channel,sl_atr,rr,adx_min,rsi,macd,return_pct,monthly_pct,wr,actual_rr,trades,tpd,liqs,ev
ETHUSDT,1h,15,12,1.0,2.5,20,on,on,-10.87,-0.48,21.15,0.861,52,0.071,0,-0.6064
ETHUSDT,1h,20,16,1.0,2.5,20,on,on,-10.87,-0.48,21.15,0.861,52,0.071,0,-0.6064
ETHUSDT,1h,15,16,1.0,2.5,20,off,on,-10.87,-0.48,21.15,0.861,52,0.071,0,-0.6064
ETHUSDT,1h,20,12,1.0,2.5,20,off,on,-10.87,-0.48,21.15,0.861,52,0.071,0,-0.6064
ETHUSDT,4h,3,16,1.0,2.5,15,off,off,-10.9,-0.481,30.3,0.954,132,0.181,0,-0.408
BTCUSDT,4h,3,12,2.0,3.0,25,on,off,-10.91,-0.481,38.75,0.851,80,0.11,0,-0.2829
ETHUSDT,4h,3,16,1.0,2.5,15,on,off,-10.9,-0.481,30.3,0.954,132,0.181,0,-0.408
BTCUSDT,4h,3,12,2.0,3.0,25,off,off,-10.91,-0.481,38.75,0.851,80,0.11,0,-0.2829
ETHUSDT,4h,5,16,1.0,2.5,15,off,off,-10.9,-0.481,30.3,0.954,132,0.181,0,-0.408
ADAUSDT,4h,3,12,1.0,3.0,25,on,on,-10.91,-0.481,25.64,0.892,78,0.107,0,-0.5149
XRPUSDT,1h,3,16,1.0,3.0,25,on,on,-10.91,-0.481,27.06,0.988,170,0.233,0,-0.462
ETHUSDT,4h,5,16,1.0,2.5,15,on,off,-10.9,-0.481,30.3,0.954,132,0.181,0,-0.408
BNBUSDT,4h,15,16,2.0,2.5,off,on,off,-10.91,-0.481,41.33,0.873,75,0.103,3,-0.2256
BNBUSDT,4h,15,16,2.0,2.5,off,off,off,-10.91,-0.481,41.33,0.873,75,0.103,3,-0.2256
ADAUSDT,4h,3,12,1.0,3.0,25,off,on,-10.91,-0.481,25.64,0.892,78,0.107,0,-0.5149
XRPUSDT,1h,3,16,1.0,3.0,25,off,on,-10.91,-0.481,27.06,0.988,170,0.233,0,-0.462
BNBUSDT,1h,20,16,2.0,2.0,off,on,off,-10.9,-0.481,38.7,1.007,261,0.358,3,-0.2232
BTCUSDT,1h,5,12,1.5,2.0,25,off,off,-10.91,-0.481,38.5,1.019,213,0.292,0,-0.2229
ADAUSDT,4h,5,12,1.0,3.0,25,off,on,-10.91,-0.481,25.64,0.892,78,0.107,0,-0.5149
ADAUSDT,4h,5,12,1.0,3.0,25,on,on,-10.91,-0.481,25.64,0.892,78,0.107,0,-0.5149
BNBUSDT,1h,20,16,2.0,2.0,off,off,off,-10.9,-0.481,38.7,1.007,261,0.358,3,-0.2232
BNBUSDT,1h,10,16,2.0,2.0,20,on,on,-10.94,-0.482,38.82,0.976,152,0.209,0,-0.233
BNBUSDT,1h,10,16,2.0,2.0,20,off,on,-10.94,-0.482,38.82,0.976,152,0.209,0,-0.233
SOLUSDT,4h,3,16,1.0,2.5,off,off,on,-10.96,-0.483,31.78,0.947,129,0.177,0,-0.3813
SOLUSDT,4h,5,16,1.0,2.5,off,on,on,-10.96,-0.483,31.78,0.947,129,0.177,0,-0.3813
SOLUSDT,4h,5,16,1.0,2.5,off,off,on,-10.96,-0.483,31.78,0.947,129,0.177,0,-0.3813
BNBUSDT,4h,5,8,1.0,3.0,off,on,off,-10.95,-0.483,33.33,0.985,189,0.259,0,-0.3383
SOLUSDT,4h,10,8,2.0,2.5,15,on,off,-10.96,-0.483,42.61,0.964,291,0.399,10,-0.1629
SOLUSDT,4h,3,16,1.0,2.5,off,on,on,-10.96,-0.483,31.78,0.947,129,0.177,0,-0.3813
ETHUSDT,4h,20,8,1.5,2.0,25,on,on,-10.97,-0.484,38.02,0.923,121,0.166,28,-0.269
BTCUSDT,4h,20,12,1.5,2.0,20,off,off,-10.96,-0.484,41.26,0.98,206,0.283,15,-0.1829
BTCUSDT,1h,3,8,1.5,2.0,25,on,off,-10.97,-0.484,37.67,0.98,146,0.2,0,-0.254
ETHUSDT,1h,20,16,2.0,2.5,off,off,on,-10.96,-0.484,35.63,0.98,174,0.239,2,-0.2946
BTCUSDT,4h,20,12,1.5,2.0,20,on,off,-10.96,-0.484,41.26,0.98,206,0.283,15,-0.1829
ETHUSDT,4h,20,8,1.5,2.0,25,off,on,-10.97,-0.484,38.02,0.923,121,0.166,28,-0.269
ETHUSDT,4h,10,12,1.0,2.5,off,on,off,-10.97,-0.484,31.42,0.987,226,0.31,0,-0.3757
ETHUSDT,1h,20,16,2.0,2.5,off,on,on,-10.96,-0.484,35.63,0.98,174,0.239,2,-0.2946
ETHUSDT,4h,3,16,1.0,3.0,20,off,off,-11.0,-0.485,26.92,0.931,104,0.143,0,-0.4802
SOLUSDT,1h,20,8,1.5,3.0,off,on,on,-10.99,-0.485,30.14,0.873,73,0.1,4,-0.4356
ADAUSDT,4h,5,8,1.0,3.0,25,on,on,-11.0,-0.485,26.51,0.9,83,0.114,0,-0.4963
ADAUSDT,4h,5,8,1.0,3.0,25,off,on,-11.0,-0.485,26.51,0.9,83,0.114,0,-0.4963
ADAUSDT,4h,3,8,1.0,3.0,25,on,on,-11.0,-0.485,26.51,0.9,83,0.114,0,-0.4963
SOLUSDT,1h,20,8,1.5,3.0,off,off,on,-10.99,-0.485,30.14,0.873,73,0.1,4,-0.4356
ETHUSDT,4h,5,16,1.0,3.0,20,on,off,-11.0,-0.485,26.92,0.931,104,0.143,0,-0.4802
ADAUSDT,4h,3,8,1.0,3.0,25,off,on,-11.0,-0.485,26.51,0.9,83,0.114,0,-0.4963
BNBUSDT,1h,15,16,2.0,2.0,20,off,on,-10.98,-0.485,38.82,0.976,152,0.209,1,-0.2331
BNBUSDT,1h,15,16,2.0,2.0,20,on,on,-10.98,-0.485,38.82,0.976,152,0.209,1,-0.2331
ETHUSDT,4h,3,16,1.0,3.0,20,on,off,-11.0,-0.485,26.92,0.931,104,0.143,0,-0.4802
ETHUSDT,1h,5,8,1.0,2.5,20,off,off,-10.98,-0.485,33.56,1.037,444,0.609,0,-0.3164
ETHUSDT,4h,5,16,1.0,3.0,20,off,off,-11.0,-0.485,26.92,0.931,104,0.143,0,-0.4802
BNBUSDT,1h,5,12,1.5,3.0,25,off,off,-11.01,-0.486,28.7,0.964,108,0.148,0,-0.4363
ADAUSDT,4h,15,12,1.5,2.5,25,on,on,-11.0,-0.486,33.63,0.907,113,0.155,16,-0.3587
XRPUSDT,4h,15,8,1.5,2.0,off,on,off,-11.02,-0.486,39.34,0.962,211,0.289,26,-0.228
BNBUSDT,1h,5,12,1.5,3.0,25,on,off,-11.01,-0.486,28.7,0.964,108,0.148,0,-0.4363
XRPUSDT,4h,10,8,1.0,2.0,25,off,off,-11.0,-0.486,36.89,0.939,122,0.167,2,-0.2849
ADAUSDT,1h,5,8,2.0,3.0,25,on,on,-11.02,-0.486,35.78,0.989,327,0.449,0,-0.2883
XRPUSDT,4h,20,8,1.5,2.0,off,off,off,-11.02,-0.486,39.62,0.961,212,0.291,53,-0.223
ADAUSDT,4h,15,12,1.5,2.5,25,off,on,-11.0,-0.486,33.63,0.907,113,0.155,16,-0.3587
ADAUSDT,1h,5,8,2.0,3.0,25,off,on,-11.02,-0.486,35.78,0.989,327,0.449,0,-0.2883
BTCUSDT,4h,10,8,2.0,2.5,off,off,off,-11.03,-0.487,41.05,0.962,190,0.261,1,-0.1944
ADAUSDT,4h,15,8,2.0,3.0,20,on,off,-11.04,-0.487,40.37,0.933,218,0.299,42,-0.2196
SOLUSDT,1h,20,12,1.5,3.0,off,on,off,-11.04,-0.487,32.61,0.971,184,0.252,9,-0.3573
SOLUSDT,1h,20,12,1.5,3.0,off,off,off,-11.04,-0.487,32.61,0.971,184,0.252,9,-0.3573
BNBUSDT,1h,20,8,2.0,2.0,15,on,on,-11.06,-0.488,38.65,0.995,207,0.284,1,-0.2291
ADAUSDT,4h,10,12,2.0,3.0,25,off,on,-11.06,-0.488,35.34,0.888,116,0.159,9,-0.3326
ADAUSDT,4h,10,12,2.0,3.0,25,on,on,-11.06,-0.488,35.34,0.888,116,0.159,9,-0.3326
BNBUSDT,1h,20,8,2.0,2.0,15,off,on,-11.06,-0.488,38.65,0.995,207,0.284,1,-0.2291
XRPUSDT,4h,20,16,1.5,2.0,off,on,off,-11.08,-0.489,38.79,0.959,214,0.294,54,-0.2403
ETHUSDT,1h,20,8,1.0,2.5,off,off,on,-11.07,-0.489,25.71,0.913,70,0.096,0,-0.508
XRPUSDT,4h,20,16,1.5,2.0,off,off,off,-11.08,-0.489,38.79,0.959,214,0.294,54,-0.2403
ETHUSDT,1h,20,8,1.0,2.5,off,on,on,-11.07,-0.489,25.71,0.913,70,0.096,0,-0.508
BNBUSDT,1h,5,8,2.0,2.0,25,on,on,-11.11,-0.49,37.4,0.959,131,0.18,0,-0.2673
BNBUSDT,1h,5,8,2.0,2.0,25,off,on,-11.11,-0.49,37.4,0.959,131,0.18,0,-0.2673
BNBUSDT,1h,3,12,1.5,3.0,25,on,off,-11.1,-0.49,28.7,0.961,108,0.148,0,-0.437
BNBUSDT,1h,5,16,2.0,2.0,15,off,off,-11.1,-0.49,37.67,0.995,215,0.295,0,-0.2485
BNBUSDT,1h,5,16,2.0,2.0,15,on,off,-11.1,-0.49,37.67,0.995,215,0.295,0,-0.2485
ADAUSDT,1h,5,16,1.5,2.5,15,off,off,-11.11,-0.49,33.16,0.981,193,0.265,1,-0.343
ADAUSDT,1h,5,16,1.5,2.5,15,on,off,-11.11,-0.49,33.16,0.981,193,0.265,1,-0.343
BTCUSDT,1h,5,12,1.5,2.0,20,on,off,-11.1,-0.49,39.3,1.036,313,0.429,0,-0.2
BNBUSDT,1h,3,12,1.5,3.0,25,off,off,-11.1,-0.49,28.7,0.961,108,0.148,0,-0.437
XRPUSDT,1h,3,8,1.5,3.0,off,off,off,-11.1,-0.49,30.57,0.996,265,0.364,0,-0.3899
BNBUSDT,4h,15,16,1.5,3.0,off,off,on,-11.1,-0.49,38.71,0.867,62,0.085,2,-0.2775
BNBUSDT,4h,15,16,1.5,3.0,off,on,on,-11.1,-0.49,38.71,0.867,62,0.085,2,-0.2775
BNBUSDT,4h,20,16,1.0,2.5,off,on,on,-11.12,-0.491,32.76,0.879,58,0.08,1,-0.3844
BNBUSDT,4h,20,16,1.0,2.5,off,off,on,-11.12,-0.491,32.76,0.879,58,0.08,1,-0.3844
BTCUSDT,1h,20,8,2.0,2.5,25,on,on,-11.13,-0.492,35.79,0.91,95,0.13,2,-0.3163
BNBUSDT,4h,20,16,1.0,3.0,off,off,on,-11.13,-0.492,32.65,0.857,49,0.067,1,-0.3937
BNBUSDT,4h,20,16,1.0,3.0,off,on,on,-11.13,-0.492,32.65,0.857,49,0.067,1,-0.3937
BTCUSDT,1h,20,8,2.0,2.5,25,off,on,-11.13,-0.492,35.79,0.91,95,0.13,2,-0.3163
ETHUSDT,4h,20,16,1.0,2.0,20,on,on,-11.14,-0.492,35.71,0.944,126,0.173,15,-0.3057
BNBUSDT,1h,10,8,1.5,2.5,20,on,on,-11.14,-0.492,32.91,0.989,158,0.217,0,-0.3453
BNBUSDT,1h,10,8,1.5,2.5,20,off,on,-11.14,-0.492,32.91,0.989,158,0.217,0,-0.3453
ETHUSDT,4h,20,16,1.0,2.0,20,off,on,-11.14,-0.492,35.71,0.944,126,0.173,15,-0.3057
BNBUSDT,4h,3,8,1.0,2.5,off,off,on,-11.16,-0.493,32.85,0.964,137,0.188,0,-0.355
BNBUSDT,4h,3,8,1.0,2.5,off,on,on,-11.16,-0.493,32.85,0.964,137,0.188,0,-0.355
ADAUSDT,1h,3,16,2.0,2.5,off,on,off,-11.16,-0.493,39.46,0.966,185,0.254,1,-0.2241
ADAUSDT,1h,3,16,2.0,2.5,off,off,off,-11.16,-0.493,39.46,0.966,185,0.254,1,-0.2241
BNBUSDT,1h,20,16,2.0,2.0,20,off,on,-11.17,-0.494,38.82,0.975,152,0.209,2,-0.2336
BNBUSDT,1h,20,16,2.0,2.0,20,on,on,-11.17,-0.494,38.82,0.975,152,0.209,2,-0.2336
BNBUSDT,4h,15,16,1.5,3.0,15,on,off,-11.18,-0.494,37.31,0.87,67,0.092,2,-0.3024
ETHUSDT,4h,20,8,1.5,2.0,20,off,off,-11.19,-0.494,39.9,0.961,203,0.278,44,-0.2175
ETHUSDT,1h,15,16,1.0,3.0,25,off,off,-11.19,-0.494,29.69,1.027,357,0.49,1,-0.3982
ADAUSDT,1h,10,12,2.0,2.5,25,off,off,-11.18,-0.494,38.4,0.977,263,0.361,9,-0.2407
ETHUSDT,1h,15,16,1.0,2.5,off,on,on,-11.18,-0.494,22.95,0.885,61,0.084,0,-0.5675
BNBUSDT,4h,15,16,1.5,3.0,15,off,off,-11.18,-0.494,37.31,0.87,67,0.092,2,-0.3024
ADAUSDT,1h,10,12,2.0,2.5,25,on,off,-11.18,-0.494,38.4,0.977,263,0.361,9,-0.2407
ETHUSDT,1h,15,16,1.0,2.5,off,off,on,-11.18,-0.494,22.95,0.885,61,0.084,0,-0.5675
BTCUSDT,4h,5,8,2.0,2.5,20,on,off,-11.17,-0.494,40.89,0.952,203,0.278,0,-0.2018
XRPUSDT,1h,3,8,2.0,2.0,15,off,on,-11.21,-0.495,36.96,0.999,368,0.505,0,-0.2611
XRPUSDT,1h,3,8,2.0,2.0,15,on,on,-11.21,-0.495,36.96,0.999,368,0.505,0,-0.2611
SOLUSDT,1h,3,8,2.0,2.5,15,on,off,-11.21,-0.495,36.05,0.964,172,0.236,0,-0.2922
ADAUSDT,1h,3,8,2.0,2.5,15,off,off,-11.2,-0.495,38.64,0.978,220,0.302,1,-0.2359
BNBUSDT,4h,3,8,2.0,2.5,15,off,on,-11.23,-0.496,40.0,0.884,105,0.144,0,-0.2465
SOLUSDT,4h,20,8,1.0,2.5,25,on,off,-11.22,-0.496,33.02,0.911,106,0.145,19,-0.3689
ADAUSDT,4h,10,12,1.5,3.0,25,on,on,-11.23,-0.496,32.46,0.904,114,0.156,4,-0.3819
SOLUSDT,4h,20,8,1.0,2.5,25,off,off,-11.22,-0.496,33.02,0.911,106,0.145,19,-0.3689
BTCUSDT,1h,15,12,2.0,3.0,off,on,on,-11.22,-0.496,34.81,0.962,135,0.185,0,-0.317
BTCUSDT,1h,15,12,2.0,3.0,off,off,on,-11.22,-0.496,34.81,0.962,135,0.185,0,-0.317
ADAUSDT,4h,10,12,1.5,3.0,25,off,on,-11.23,-0.496,32.46,0.904,114,0.156,4,-0.3819
BNBUSDT,4h,3,8,2.0,2.5,15,on,on,-11.23,-0.496,40.0,0.884,105,0.144,0,-0.2465
XRPUSDT,1h,10,12,1.5,2.0,15,off,off,-11.25,-0.497,36.97,1.002,284,0.39,7,-0.26
XRPUSDT,1h,10,12,1.5,2.0,15,on,off,-11.25,-0.497,36.97,1.002,284,0.39,7,-0.26
SOLUSDT,4h,3,12,2.0,3.0,25,on,on,-11.25,-0.497,40.0,0.806,75,0.103,0,-0.2774
BNBUSDT,4h,5,8,2.0,2.5,15,on,on,-11.24,-0.497,40.61,0.942,165,0.226,0,-0.2114
BNBUSDT,4h,5,8,2.0,2.5,15,off,on,-11.24,-0.497,40.61,0.942,165,0.226,0,-0.2114
SOLUSDT,4h,3,12,2.0,3.0,25,off,on,-11.25,-0.497,40.0,0.806,75,0.103,0,-0.2774
BTCUSDT,4h,10,12,1.5,3.0,25,on,off,-11.24,-0.497,35.71,0.95,140,0.192,0,-0.3037
BTCUSDT,4h,10,12,1.5,3.0,25,off,off,-11.24,-0.497,35.71,0.95,140,0.192,0,-0.3037
XRPUSDT,1h,5,16,1.0,3.0,25,off,on,-11.28,-0.498,27.38,0.989,168,0.23,0,-0.4554
XRPUSDT,4h,15,8,1.0,2.0,20,on,off,-11.28,-0.498,36.73,0.919,98,0.134,12,-0.2951
ETHUSDT,1h,10,16,1.0,3.0,off,on,on,-11.27,-0.498,21.31,0.885,61,0.084,0,-0.5983
ETHUSDT,1h,10,16,1.0,3.0,off,off,on,-11.27,-0.498,21.31,0.885,61,0.084,0,-0.5983
XRPUSDT,1h,5,16,1.0,3.0,25,on,on,-11.28,-0.498,27.38,0.989,168,0.23,0,-0.4554
SOLUSDT,4h,3,12,2.0,2.0,20,on,off,-11.26,-0.498,41.23,0.875,114,0.156,0,-0.227
SOLUSDT,4h,3,12,2.0,2.0,20,off,off,-11.26,-0.498,41.23,0.875,114,0.156,0,-0.227
SOLUSDT,4h,10,16,1.0,3.0,25,off,on,-11.28,-0.498,31.09,0.924,119,0.163,1,-0.4018
SOLUSDT,4h,10,16,1.0,3.0,25,on,on,-11.28,-0.498,31.09,0.924,119,0.163,1,-0.4018
BTCUSDT,1h,3,8,1.5,2.0,25,off,off,-11.27,-0.498,38.36,1.012,232,0.318,0,-0.228
BTCUSDT,4h,15,16,2.0,2.0,25,off,off,-11.29,-0.499,40.94,0.923,127,0.174,5,-0.2125
SOLUSDT,4h,3,12,2.0,2.0,15,off,off,-11.29,-0.499,40.44,0.899,136,0.187,0,-0.2319
SOLUSDT,4h,3,12,2.0,2.0,15,on,off,-11.29,-0.499,40.44,0.899,136,0.187,0,-0.2319
BNBUSDT,1h,15,8,1.5,2.0,off,off,off,-11.28,-0.499,38.0,1.029,350,0.48,0,-0.2289
BTCUSDT,4h,15,16,2.0,2.0,25,on,off,-11.29,-0.499,40.94,0.923,127,0.174,5,-0.2125
SOLUSDT,1h,20,8,2.0,3.0,off,off,off,-11.32,-0.5,37.26,0.974,212,0.291,13,-0.2645
BNBUSDT,1h,5,8,2.0,2.0,25,off,off,-11.32,-0.5,37.08,0.976,178,0.244,0,-0.2674
ADAUSDT,1h,10,12,1.5,2.0,20,on,off,-11.3,-0.5,36.26,0.975,182,0.25,0,-0.2837
BNBUSDT,4h,10,16,1.5,3.0,off,on,on,-11.32,-0.5,38.1,0.864,63,0.086,0,-0.2898
ADAUSDT,1h,10,12,1.5,2.0,20,off,off,-11.3,-0.5,36.26,0.975,182,0.25,0,-0.2837
SOLUSDT,1h,20,16,1.5,2.5,off,off,off,-11.31,-0.5,33.92,0.964,171,0.235,8,-0.3337
SOLUSDT,1h,20,16,1.5,2.5,off,on,off,-11.31,-0.5,33.92,0.964,171,0.235,8,-0.3337
BNBUSDT,4h,10,16,1.5,3.0,off,off,on,-11.32,-0.5,38.1,0.864,63,0.086,0,-0.2898
BNBUSDT,1h,20,8,1.5,2.0,off,off,off,-11.32,-0.5,38.0,1.029,350,0.48,1,-0.2289
BNBUSDT,1h,5,8,2.0,3.0,15,on,on,-11.33,-0.501,34.68,0.983,173,0.237,0,-0.3121
BNBUSDT,4h,15,8,1.0,3.0,15,off,on,-11.33,-0.501,29.79,0.84,47,0.064,0,-0.452
SOLUSDT,1h,3,8,2.0,2.5,15,off,off,-11.34,-0.501,36.25,0.958,160,0.219,0,-0.2902
BNBUSDT,1h,5,8,2.0,3.0,15,off,on,-11.33,-0.501,34.68,0.983,173,0.237,0,-0.3121
BNBUSDT,4h,15,8,1.0,3.0,15,on,on,-11.33,-0.501,29.79,0.84,47,0.064,0,-0.452
BTCUSDT,1h,5,12,1.5,2.0,20,off,off,-11.35,-0.502,39.38,1.034,292,0.401,0,-0.199
BNBUSDT,1h,10,8,2.0,2.0,15,off,on,-11.37,-0.503,38.65,0.993,207,0.284,0,-0.2298
BNBUSDT,1h,10,8,2.0,2.0,15,on,on,-11.37,-0.503,38.65,0.993,207,0.284,0,-0.2298
ETHUSDT,4h,20,8,1.5,2.0,20,on,off,-11.38,-0.503,39.6,0.96,202,0.277,44,-0.2239
BNBUSDT,4h,5,8,2.0,2.0,15,off,on,-11.39,-0.503,41.32,0.939,167,0.229,0,-0.1989
SOLUSDT,4h,3,16,2.0,2.5,25,off,off,-11.38,-0.503,38.96,0.808,77,0.106,0,-0.2958
SOLUSDT,4h,3,16,2.0,2.5,25,on,off,-11.38,-0.503,38.96,0.808,77,0.106,0,-0.2958
BNBUSDT,4h,5,8,2.0,2.0,15,on,on,-11.39,-0.503,41.32,0.939,167,0.229,0,-0.1989
ADAUSDT,1h,20,12,2.0,2.0,25,off,off,-11.4,-0.504,39.78,0.989,362,0.497,49,-0.2086
BTCUSDT,4h,5,16,1.5,3.0,25,on,off,-11.39,-0.504,34.57,0.876,81,0.111,0,-0.3516
BTCUSDT,4h,5,16,1.5,3.0,25,off,off,-11.39,-0.504,34.57,0.876,81,0.111,0,-0.3516
BNBUSDT,1h,15,12,1.5,3.0,20,on,on,-11.4,-0.504,30.88,0.977,136,0.187,0,-0.3895
BNBUSDT,1h,15,12,1.5,3.0,20,off,on,-11.4,-0.504,30.88,0.977,136,0.187,0,-0.3895
BTCUSDT,4h,3,16,1.5,3.0,25,on,off,-11.39,-0.504,34.57,0.876,81,0.111,0,-0.3516
BTCUSDT,4h,3,16,1.5,3.0,25,off,off,-11.39,-0.504,34.57,0.876,81,0.111,0,-0.3516
BNBUSDT,1h,10,12,1.5,3.0,20,on,on,-11.4,-0.504,30.88,0.977,136,0.187,0,-0.3895
BNBUSDT,1h,10,12,1.5,3.0,20,off,on,-11.4,-0.504,30.88,0.977,136,0.187,0,-0.3895
ADAUSDT,1h,20,12,2.0,2.0,25,on,off,-11.4,-0.504,39.78,0.989,362,0.497,49,-0.2086
ADAUSDT,1h,20,12,1.5,2.0,20,off,off,-11.42,-0.505,36.26,0.975,182,0.25,2,-0.2839
ADAUSDT,1h,20,12,1.5,2.0,20,on,off,-11.42,-0.505,36.26,0.975,182,0.25,2,-0.2839
ETHUSDT,4h,15,16,1.0,2.0,15,off,off,-11.42,-0.505,34.97,0.97,183,0.251,5,-0.311
BNBUSDT,1h,15,8,2.0,2.0,15,off,on,-11.41,-0.505,38.65,0.993,207,0.284,1,-0.2299
BNBUSDT,1h,15,8,2.0,2.0,15,on,on,-11.41,-0.505,38.65,0.993,207,0.284,1,-0.2299
ETHUSDT,4h,15,16,1.0,2.0,15,on,off,-11.42,-0.505,34.97,0.97,183,0.251,5,-0.311
XRPUSDT,1h,3,12,1.0,3.0,25,off,on,-11.44,-0.506,27.12,0.986,177,0.243,0,-0.4614
ETHUSDT,1h,10,12,1.0,3.0,15,on,on,-11.44,-0.506,19.64,0.868,56,0.077,0,-0.6332
BNBUSDT,1h,5,12,1.0,2.5,25,on,off,-11.44,-0.506,31.68,0.973,101,0.139,0,-0.3747
SOLUSDT,4h,3,12,2.0,3.0,off,on,on,-11.45,-0.506,37.96,0.864,108,0.148,0,-0.2922
BNBUSDT,1h,20,12,1.5,3.0,20,off,on,-11.44,-0.506,30.88,0.977,136,0.187,1,-0.3896
BNBUSDT,1h,20,12,1.5,3.0,20,on,on,-11.44,-0.506,30.88,0.977,136,0.187,1,-0.3896
ETHUSDT,1h,10,16,1.0,3.0,15,on,on,-11.44,-0.506,19.64,0.868,56,0.077,0,-0.6332
SOLUSDT,4h,3,12,2.0,3.0,off,off,on,-11.45,-0.506,37.96,0.864,108,0.148,0,-0.2922
XRPUSDT,1h,3,12,1.0,3.0,25,on,on,-11.44,-0.506,27.12,0.986,177,0.243,0,-0.4614
ETHUSDT,1h,10,16,1.0,3.0,15,off,on,-11.44,-0.506,19.64,0.868,56,0.077,0,-0.6332
ETHUSDT,1h,10,12,1.0,3.0,15,off,on,-11.44,-0.506,19.64,0.868,56,0.077,0,-0.6332
SOLUSDT,4h,10,12,2.0,3.0,25,off,off,-11.44,-0.506,35.09,0.755,57,0.078,3,-0.3842
SOLUSDT,4h,10,12,2.0,3.0,25,on,off,-11.44,-0.506,35.09,0.755,57,0.078,3,-0.3842
SOLUSDT,4h,10,8,2.0,2.5,15,off,off,-11.46,-0.507,42.47,0.962,292,0.401,10,-0.1669
BNBUSDT,4h,5,8,1.0,2.5,off,on,on,-11.45,-0.507,32.85,0.963,137,0.188,0,-0.3554
BNBUSDT,4h,5,8,1.0,2.5,off,off,on,-11.45,-0.507,32.85,0.963,137,0.188,0,-0.3554
SOLUSDT,4h,3,12,1.0,3.0,15,off,off,-11.48,-0.508,30.43,0.951,161,0.221,0,-0.4062
SOLUSDT,4h,5,12,1.0,3.0,15,off,off,-11.48,-0.508,30.43,0.951,161,0.221,0,-0.4062
SOLUSDT,4h,3,12,1.0,3.0,15,on,off,-11.48,-0.508,30.43,0.951,161,0.221,0,-0.4062
SOLUSDT,4h,5,12,1.0,3.0,15,on,off,-11.48,-0.508,30.43,0.951,161,0.221,0,-0.4062
BNBUSDT,1h,10,12,1.5,2.5,20,off,on,-11.49,-0.508,32.65,0.984,147,0.202,0,-0.3521
ADAUSDT,4h,10,12,1.0,3.0,20,on,off,-11.49,-0.508,31.52,0.944,165,0.226,3,-0.3873
BNBUSDT,1h,10,12,1.5,2.5,20,on,on,-11.49,-0.508,32.65,0.984,147,0.202,0,-0.3521
BNBUSDT,1h,15,12,1.5,2.5,20,on,on,-11.49,-0.508,32.65,0.984,147,0.202,0,-0.3521
BNBUSDT,1h,15,12,1.5,2.5,20,off,on,-11.49,-0.508,32.65,0.984,147,0.202,0,-0.3521
ADAUSDT,4h,10,12,1.0,3.0,20,off,off,-11.49,-0.508,31.52,0.944,165,0.226,3,-0.3873
ADAUSDT,4h,20,16,2.0,3.0,20,on,on,-11.51,-0.509,34.21,0.904,152,0.209,65,-0.3487
ADAUSDT,4h,20,16,2.0,3.0,20,off,on,-11.51,-0.509,34.21,0.904,152,0.209,65,-0.3487
BNBUSDT,1h,15,16,1.5,2.0,15,on,on,-11.51,-0.509,36.54,0.986,156,0.214,0,-0.2742
ADAUSDT,1h,20,12,1.5,2.0,15,off,off,-11.51,-0.509,38.61,1.001,316,0.433,20,-0.2275
ADAUSDT,4h,20,12,2.0,2.5,20,on,off,-11.5,-0.509,35.83,0.92,187,0.257,79,-0.3119
ADAUSDT,1h,20,12,1.5,2.0,15,on,off,-11.51,-0.509,38.61,1.001,316,0.433,20,-0.2275
ADAUSDT,4h,20,12,2.0,2.5,20,off,off,-11.5,-0.509,35.83,0.92,187,0.257,79,-0.3119
BNBUSDT,1h,10,16,1.5,2.0,15,off,on,-11.51,-0.509,36.54,0.986,156,0.214,0,-0.2742
BNBUSDT,1h,15,16,1.5,2.0,15,off,on,-11.51,-0.509,36.54,0.986,156,0.214,0,-0.2742
BNBUSDT,1h,10,16,1.5,2.0,15,on,on,-11.51,-0.509,36.54,0.986,156,0.214,0,-0.2742
ADAUSDT,1h,20,8,2.0,2.0,off,off,off,-11.54,-0.51,39.78,0.989,279,0.383,6,-0.2085
BNBUSDT,1h,3,8,2.0,2.0,off,on,off,-11.52,-0.51,39.52,0.99,210,0.288,0,-0.2135
BNBUSDT,1h,20,12,1.5,2.5,20,off,on,-11.53,-0.51,32.65,0.984,147,0.202,1,-0.3521
BNBUSDT,1h,20,12,1.5,2.5,20,on,on,-11.53,-0.51,32.65,0.984,147,0.202,1,-0.3521
ADAUSDT,1h,3,12,2.0,3.0,off,off,off,-11.52,-0.51,37.31,0.968,201,0.276,1,-0.2656
ADAUSDT,1h,3,12,2.0,3.0,off,on,off,-11.52,-0.51,37.31,0.968,201,0.276,1,-0.2656
BNBUSDT,1h,20,16,1.5,2.0,15,on,on,-11.55,-0.511,36.54,0.986,156,0.214,1,-0.2743
BTCUSDT,4h,3,16,2.0,2.0,25,on,off,-11.54,-0.511,38.75,0.836,80,0.11,0,-0.2887
BNBUSDT,1h,20,16,1.5,2.0,15,off,on,-11.55,-0.511,36.54,0.986,156,0.214,1,-0.2743
BTCUSDT,4h,3,16,2.0,2.0,25,off,off,-11.54,-0.511,38.75,0.836,80,0.11,0,-0.2887
BTCUSDT,4h,20,12,2.0,2.0,25,off,on,-11.57,-0.512,41.6,0.918,125,0.171,15,-0.2021
